Nº,Fecha,Comarca,ID CG,Nº brotes,Nº mov. Riesgo,Grado alerta,Temperatura estimada,Supervivencia del virus en días
26,2021-03-01,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,2,0.0861,1,5.5429,16.5482
27,2021-03-01,SANTO DOMINGO DE LA CALZADA,SP26138,2,0.0265,1,-0.0143,66
28,2021-03-01,ARGANDA DEL REY,SP28014,2,0.0818,2,1.6571,25.9902
29,2021-03-01,DONOSTIALDEA-BIDASOA,SP20063,2,0.1088,1,8.6857,13.0357
30,2021-03-01,BÉJAR,SP37046,2,0.0206,1,-1.2429,66
31,2021-03-01,TRUJILLO,SP10195,2,0.0864,1,5.7429,16.271
32,2021-03-01,MONTSIA (AMPOSTA),SP43014,2,0.2686,3,8.6,13.1132
33,2021-03-01,REINOSA,SP39059,2,0.1211,2,2.2,23.7743
34,2021-03-01,SIERO,SP33066,2,0.0727,1,7,14.723
35,2021-03-01,SEGRIA (LLEIDA),SP25120,2,0.1092,1,4.9286,17.4667
36,2021-03-01,SIGUENZA,SP19257,2,0.0192,1,-0.6286,66
37,2021-03-01,GUADALAJARA,SP19130,2,0.0755,4,-0.6286,66
38,2021-03-01,ALCALA DE HENARES,SP28005,2,0.0443,1,1.6571,25.9902
39,2021-03-01,CANTILLANA (VEGA DE SEVILLA),SP41023,2,0.0726,1,7.6286,14.0505
40,2021-03-01,CASTUERA,SP06036,2,0.1014,1,5.7429,16.271
41,2021-03-01,CARMONA (LOS ARCORES),SP41024,2,0.1864,2,7.6286,14.0505
42,2021-03-01,BAÑEZA LA,SP24010,2,0.0303,2,-1.1857,66
43,2021-03-01,ALT EMPORDA (FIGUERES),SP17066,2,0.1814,2,6.4571,15.3542
44,2021-03-01,COGOLLUDO,SP19092,2,0.0241,1,0.1429,45.157
45,2021-03-01,CALZADA DE CALATRAVA,SP13027,2,0.0658,1,3.5714,19.9854
46,2021-03-01,OSONA (VIC),SP08298,2,0.0677,1,3.9571,19.1834
47,2021-03-01,SAHAGUN,SP24139,2,0.0938,2,1.0857,29.2969
48,2021-03-01,CUENCA,SP16078,2,0.0449,1,0.5143,35.1401
1,2021-03-08,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.1855,2,11.1857,11.0575
2,2021-03-08,LITORAL,SP11016,1,0.576,5,13.4714,9.6035
3,2021-03-08,ALMONTE (ENTORNO DE DOÑANA),SP21005,1,0.4256,4,10.52,11.5374
4,2021-03-08,MADRID (C.U.),SP28079,1,0.3456,5,5.2286,17.0046
5,2021-03-08,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.44,5,10.2714,11.7244
6,2021-03-08,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.4264,5,9.6286,12.2298
7,2021-03-08,O SAR-BARBANZA,SP15065,1,0.1129,1,4.8571,17.5809
8,2021-03-08,COLMENAR VIEJO,SP28045,1,0.2868,4,5.7857,16.2128
9,2021-03-08,BADAJOZ,SP06015,1,0.1349,1,7.5714,14.1093
10,2021-03-08,DON BENITO,SP06044,1,0.1046,1,8.4143,13.2839
11,2021-03-08,ARANJUEZ,SP28013,1,0.1257,2,5.6857,16.3492
12,2021-03-08,GIJON,SP33024,1,0.1071,1,9.4833,12.3486
13,2021-03-08,MERIDA,SP06083,1,0.1405,2,6.8286,14.9169
14,2021-03-08,MALAGA (GUADAHORCE ORIENTAL),SP29067,1,0.1241,1,13.8714,9.3747
15,2021-03-08,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,1,0.1393,1,8.4429,13.2574
16,2021-03-08,ARABA-ALAVA,SP01059,1,0.3077,5,4.0714,18.9608
17,2021-03-08,TALAVERA DE LA REINA,SP45165,1,0.1178,1,6.8429,14.9005
18,2021-03-08,SALAMANCA,SP37274,1,0.0538,1,1.6286,26.1262
19,2021-03-08,VIGO-O BAIXO MIÑO,SP36039,1,0.1132,1,7.2714,14.4255
20,2021-03-08,CAMPIÑA,SP11020,1,0.5259,5,9.4,12.4177
21,2021-03-08,CACERES,SP10037,1,0.0845,1,6.8286,14.9169
22,2021-03-08,CAMPO DE GIBRALTAR,SP11004,1,0.189,1,12.5857,10.1354
23,2021-03-08,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,1,0.0888,1,8.4429,13.2574
24,2021-03-08,BAIX LLOBREGAT (SANT BOI),SP08200,1,0.1083,1,10.7857,11.3423
25,2021-03-08,MANZANARES,SP13053,1,0.2397,4,5.1714,17.0906
26,2021-03-08,ARGANDA DEL REY,SP28014,1,0.096,1,4.1571,18.7978
27,2021-03-08,DONOSTIALDEA-BIDASOA,SP20063,1,0.0894,1,9.3571,12.4534
28,2021-03-08,MONTSIA (AMPOSTA),SP43014,1,0.2654,3,9.1429,12.6346
29,2021-03-08,SEGRIA (LLEIDA),SP25120,1,0.0877,1,4.0429,19.0158
30,2021-03-08,GUADALAJARA,SP19130,1,0.0759,2,0.6571,33.2233
31,2021-03-08,CASTUERA,SP06036,1,0.0889,1,8.4143,13.2839
32,2021-03-08,SARIÑENA,SP22213,1,0.0666,1,6.0143,15.9098
33,2021-03-08,CARMONA (LOS ARCORES),SP41024,1,0.1625,1,10.2714,11.7244
34,2021-03-08,REINOSA,SP39059,1,0.1063,2,1.6714,25.923
35,2021-03-08,BAÑEZA LA,SP24010,1,0.0301,1,-0.4857,66
36,2021-03-08,ALT EMPORDA (FIGUERES),SP17066,1,0.1811,2,6.6857,15.0822
37,2021-03-08,SAHAGUN,SP24139,1,0.0872,1,2.9429,21.4992
1,2021-03-15,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.1772,2,9.2,12.5858
2,2021-03-15,LITORAL,SP11016,2,0.5721,5,12.2143,10.3696
3,2021-03-15,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,0.4318,5,7.6571,14.0213
4,2021-03-15,MADRID (C.U.),SP28079,2,0.372,5,1.6714,25.923
5,2021-03-15,UTRERA (BAJO GUADALQUIVIR),SP41095,2,0.4658,5,6.4429,15.3716
6,2021-03-15,O SAR-BARBANZA,SP15065,2,0.0959,1,4.1714,18.771
7,2021-03-15,COLMENAR VIEJO,SP28045,2,0.2832,5,3.4857,20.1754
8,2021-03-15,BADAJOZ,SP06015,2,0.1258,1,6.1,15.7992
9,2021-03-15,ARABA-ALAVA,SP01059,2,0.3243,5,1.3143,27.8028
10,2021-03-15,MALAGA (GUADAHORCE ORIENTAL),SP29067,2,0.102,1,11.4333,10.8863
11,2021-03-15,GIJON,SP33024,2,0.0951,1,8.4286,13.2707
12,2021-03-15,TALAVERA DE LA REINA,SP45165,2,0.1204,2,3.0,21.3489
13,2021-03-15,DON BENITO,SP06044,2,0.1171,1,6.1714,15.7081
14,2021-03-15,SALAMANCA,SP37274,2,0.0563,1,0.5286,34.9259
15,2021-03-15,VIGO-O BAIXO MIÑO,SP36039,2,0.1126,1,5.4571,16.67
16,2021-03-15,ARANJUEZ,SP28013,2,0.1066,3,0.9714,30.1667
17,2021-03-15,CAMPIÑA,SP11020,2,0.5561,5,5.6429,16.4083
18,2021-03-15,CACERES,SP10037,2,0.0712,1,3.1429,20.9851
19,2021-03-15,CAMPO DE GIBRALTAR,SP11004,2,0.2113,2,8.9143,12.8325
20,2021-03-15,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,2,0.0776,1,4.8286,17.627
21,2021-03-15,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,2,0.1368,2,4.8286,17.627
22,2021-03-15,BAIX LLOBREGAT (SANT BOI),SP08200,2,0.0942,1,8.0571,13.6231
23,2021-03-15,MANZANARES,SP13053,2,0.2765,5,2.9714,21.4237
24,2021-03-15,SANTO DOMINGO DE LA CALZADA,SP26138,2,0.0202,1,-2.2571,66
25,2021-03-15,MERIDA,SP06083,2,0.123,2,3.1429,20.9851
26,2021-03-15,ARGANDA DEL REY,SP28014,2,0.0992,3,0.6286,33.5709
27,2021-03-15,DONOSTIALDEA-BIDASOA,SP20063,2,0.0973,1,6.4571,15.3542
28,2021-03-15,BÉJAR,SP37046,2,0.0165,1,-2.7571,66
29,2021-03-15,MONTSIA (AMPOSTA),SP43014,2,0.2462,3,7.7571,13.9198
30,2021-03-15,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,0.4388,5,7.3571,14.3338
31,2021-03-15,SEGRIA (LLEIDA),SP25120,2,0.085,2,1.6857,25.8565
32,2021-03-15,GUADALAJARA,SP19130,2,0.069,4,-2.3143,66
33,2021-03-15,ALCALA DE HENARES,SP28005,2,0.0509,1,0.6286,33.5709
34,2021-03-15,CASTUERA,SP06036,2,0.0683,1,6.1714,15.7081
35,2021-03-15,SARIÑENA,SP22213,2,0.05,1,3.1,21.0924
36,2021-03-15,CARMONA (LOS ARCORES),SP41024,2,0.1704,2,7.3571,14.3338
37,2021-03-15,ALFAMBRA,SP44016,2,0.0204,1,-0.3714,66
38,2021-03-15,MONTALBÁN,SP44155,2,0.0394,2,-1.4,66
39,2021-03-15,DAROCA,SP50094,2,0.0218,1,-0.4143,66
40,2021-03-15,BALTANAS,SP34022,2,0.0372,2,-0.3,66
41,2021-03-15,REINOSA,SP39059,2,0.1219,5,-0.7857,66
42,2021-03-15,BAÑEZA LA,SP24010,2,0.0302,1,-1.5,66
43,2021-03-15,ALT EMPORDA (FIGUERES),SP17066,2,0.1911,4,2.9,21.614
44,2021-03-15,CALZADA DE CALATRAVA,SP13027,2,0.059,1,3.0,21.3489
45,2021-03-15,OSONA (VIC),SP08298,2,0.0505,1,1.5857,26.3347
46,2021-03-15,VERIN,SP32085,2,0.0269,1,-0.25,66
47,2021-03-15,SAHAGUN,SP24139,2,0.0915,3,0.2286,41.4816
48,2021-03-15,GARROTXA (OLOT),SP17114,2,0.0571,1,2.9,21.614
49,2021-03-15,CUENCA,SP16078,2,0.0457,2,0.0429,54.5721
1,2021-03-22,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.1888,2,8.7714,12.9589
2,2021-03-22,LITORAL,SP11016,2,0.4759,5,11.7286,10.6869
3,2021-03-22,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,0.3084,4,8.1,13.5816
4,2021-03-22,MADRID (C.U.),SP28079,2,0.3053,5,1.9143,24.8621
5,2021-03-22,UTRERA (BAJO GUADALQUIVIR),SP41095,2,0.3917,5,6.6714,15.0989
6,2021-03-22,O SAR-BARBANZA,SP15065,2,0.0695,1,4.8429,17.6039
7,2021-03-22,COLMENAR VIEJO,SP28045,2,0.2385,5,1.7714,25.4686
8,2021-03-22,CACERES,SP10037,2,0.0503,1,2.7,22.1728
9,2021-03-22,BADAJOZ,SP06015,2,0.0742,1,4.3429,18.4561
10,2021-03-22,ARABA-ALAVA,SP01059,2,0.2719,5,3.6714,19.7695
11,2021-03-22,CAMPO DE GIBRALTAR,SP11004,2,0.1727,1,11.3714,10.9288
12,2021-03-22,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,2,0.0526,1,3.7286,19.6487
13,2021-03-22,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,2,0.0902,1,3.7286,19.6487
14,2021-03-22,BAIX LLOBREGAT (SANT BOI),SP08200,2,0.0975,1,6.5,15.3025
15,2021-03-22,MANZANARES,SP13053,2,0.2255,5,1.6286,26.1262
16,2021-03-22,MERIDA,SP06083,2,0.0875,1,2.7,22.1728
17,2021-03-22,ARGANDA DEL REY,SP28014,2,0.0856,2,0.5571,34.5142
18,2021-03-22,VILLALPANDO,SP49250,2,0.0284,1,-0.2857,66
19,2021-03-22,GIJON,SP33024,2,0.0735,1,7.8429,13.8339
20,2021-03-22,VIGO-O BAIXO MIÑO,SP36039,2,0.099,1,5.7833,16.2161
21,2021-03-22,DONOSTIALDEA-BIDASOA,SP20063,2,0.0863,1,6.6714,15.0989
22,2021-03-22,MONTSIA (AMPOSTA),SP43014,2,0.2351,3,8.5571,13.1523
23,2021-03-22,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,0.4048,5,6.9,14.8355
24,2021-03-22,SALAMANCA,SP37274,2,0.034,2,-0.7,66
25,2021-03-22,MADRIDEJOS,SP45087,2,0.0246,1,-0.6,66
26,2021-03-22,SEGRIA (LLEIDA),SP25120,2,0.0821,2,1.9286,24.804
27,2021-03-22,CAMPIÑA,SP11020,2,0.4548,5,3.8857,19.3259
28,2021-03-22,MALAGÓN,SP13052,2,0.0253,1,-0.6,66
29,2021-03-22,DON BENITO,SP06044,2,0.0907,1,5.4857,16.6292
30,2021-03-22,GUADALAJARA,SP19130,2,0.0343,2,-0.8143,66
31,2021-03-22,ALCALA DE HENARES,SP28005,2,0.029,1,0.5571,34.5142
32,2021-03-22,MALAGA (GUADAHORCE ORIENTAL),SP29067,2,0.0746,1,4.5,18.1781
33,2021-03-22,SARIÑENA,SP22213,2,0.0449,1,1.8,25.3435
34,2021-03-22,L'HORTA SUD-ALDAIA,SP46021,2,0.064,1,5.1857,17.069
35,2021-03-22,CARMONA (LOS ARCORES),SP41024,2,0.1549,2,6.9,14.8355
36,2021-03-22,ALFAMBRA,SP44016,2,0.0248,1,-0.2286,66
37,2021-03-22,MONTALBÁN,SP44155,2,0.0433,2,-0.6857,66
38,2021-03-22,DAROCA,SP50094,2,0.028,1,0.3429,38.3109
39,2021-03-22,BALTANAS,SP34022,2,0.0285,1,0.3286,38.6437
40,2021-03-22,REINOSA,SP39059,2,0.1173,4,0.4571,36.0612
41,2021-03-22,BAÑEZA LA,SP24010,2,0.0203,1,-3.2857,66
42,2021-03-22,ARANJUEZ,SP28013,2,0.0702,2,1.1,29.1947
43,2021-03-22,TALAVERA DE LA REINA,SP45165,2,0.084,1,2.3429,23.2823
44,2021-03-22,ALT EMPORDA (FIGUERES),SP17066,2,0.1712,4,1.4,27.3088
45,2021-03-22,CALZADA DE CALATRAVA,SP13027,2,0.0482,1,0.7714,31.9694
46,2021-03-22,OSONA (VIC),SP08298,2,0.0398,2,-0.4714,66
47,2021-03-22,VERIN,SP32085,2,0.0177,1,-2.5,66
48,2021-03-22,SAHAGUN,SP24139,2,0.0674,2,0.3714,37.6849
49,2021-03-22,GARROTXA (OLOT),SP17114,2,0.0556,1,1.4,27.3088
50,2021-03-22,CUENCA,SP16078,2,0.0445,2,0.0857,49.1517
1,2021-03-29,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.1887,2,9.8571,12.0463
2,2021-03-29,LITORAL,SP11016,2,0.4578,4,12.5429,10.162
3,2021-03-29,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,0.2938,4,7.5429,14.1389
4,2021-03-29,MADRID (C.U.),SP28079,2,0.2872,5,1.9857,24.5756
5,2021-03-29,UTRERA (BAJO GUADALQUIVIR),SP41095,2,0.3514,5,6.6857,15.0822
6,2021-03-29,O SAR-BARBANZA,SP15065,2,0.0576,1,2.8857,21.6526
7,2021-03-29,BADAJOZ,SP06015,2,0.0673,1,5.4857,16.6292
8,2021-03-29,ARABA-ALAVA,SP01059,2,0.2608,5,1.1571,28.7986
9,2021-03-29,CAMPO DE GIBRALTAR,SP11004,2,0.1489,1,8.6714,13.0485
10,2021-03-29,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,2,0.0838,1,5.3571,16.8147
11,2021-03-29,COLMENAR VIEJO,SP28045,2,0.216,3,5.7143,16.31
12,2021-03-29,MANZANARES,SP13053,2,0.2336,4,3.8857,19.3259
13,2021-03-29,MERIDA,SP06083,2,0.0793,1,4.1,18.9061
14,2021-03-29,ARGANDA DEL REY,SP28014,2,0.0901,3,0.4714,35.8205
15,2021-03-29,VIGO-O BAIXO MIÑO,SP36039,2,0.0806,1,5.7857,16.2128
16,2021-03-29,MONTSIA (AMPOSTA),SP43014,2,0.2035,2,8.1714,13.513
17,2021-03-29,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,0.3939,5,8.3,13.3909
18,2021-03-29,SALAMANCA,SP37274,2,0.0307,2,-1.6143,66
19,2021-03-29,SEGRIA (LLEIDA),SP25120,2,0.0771,1,4.2571,18.612
20,2021-03-29,CAMPIÑA,SP11020,2,0.4109,5,4.7,17.8381
21,2021-03-29,DON BENITO,SP06044,2,0.0826,1,6.8571,14.8842
22,2021-03-29,DONOSTIALDEA-BIDASOA,SP20063,2,0.0715,1,7.2143,14.4872
23,2021-03-29,GUADALAJARA,SP19130,2,0.034,2,-2.2286,66
24,2021-03-29,ALCALA DE HENARES,SP28005,2,0.0313,1,0.4714,35.8205
25,2021-03-29,MALAGA (GUADAHORCE ORIENTAL),SP29067,2,0.0675,1,4.6714,17.8857
26,2021-03-29,L'HORTA SUD-ALDAIA,SP46021,2,0.0638,1,5.9143,16.041
27,2021-03-29,CARMONA (LOS ARCORES),SP41024,2,0.1452,1,8.3,13.3909
28,2021-03-29,MONTALBÁN,SP44155,2,0.0421,2,-0.8714,66
29,2021-03-29,DAROCA,SP50094,2,0.0233,1,-0.0143,66
30,2021-03-29,REINOSA,SP39059,2,0.1091,5,-1.5714,66
31,2021-03-29,BAÑEZA LA,SP24010,2,0.0164,1,-2.5857,66
32,2021-03-29,ARANJUEZ,SP28013,2,0.0646,1,1.1286,28.9942
33,2021-03-29,TALAVERA DE LA REINA,SP45165,2,0.0739,1,3.0714,21.1648
34,2021-03-29,ALT EMPORDA (FIGUERES),SP17066,2,0.1656,3,3.3714,20.4361
35,2021-03-29,OSONA (VIC),SP08298,2,0.043,1,1.8286,25.2204
36,2021-03-29,VERIN,SP32085,2,0.0169,1,-1.9143,66
37,2021-03-29,SAHAGUN,SP24139,2,0.05,3,-0.5857,66
38,2021-03-29,GARROTXA (OLOT),SP17114,2,0.06,1,3.3714,20.4361
39,2021-03-29,CUENCA,SP16078,2,0.0471,1,0.6,33.9347
1,2021-04-05,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.1844,1,12.8429,9.9772
2,2021-04-05,LITORAL,SP11016,2,0.3818,3,16.1286,8.1958
3,2021-04-05,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,0.2456,2,13.1714,9.7796
4,2021-04-05,MADRID (C.U.),SP28079,2,0.2202,3,6.0857,15.8175
5,2021-04-05,UTRERA (BAJO GUADALQUIVIR),SP41095,2,0.2772,2,13.3,9.7037
6,2021-04-05,ARABA-ALAVA,SP01059,2,0.1703,2,5.7429,16.271
7,2021-04-05,CAMPO DE GIBRALTAR,SP11004,2,0.1382,1,14.1,9.2469
8,2021-04-05,COLMENAR VIEJO,SP28045,2,0.1589,2,8.9571,12.795
9,2021-04-05,MANZANARES,SP13053,2,0.2204,2,8.6714,13.0485
10,2021-04-05,ARGANDA DEL REY,SP28014,2,0.0851,1,4.4833,18.2071
11,2021-04-05,MONTSIA (AMPOSTA),SP43014,2,0.1868,2,8.9714,12.7826
12,2021-04-05,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,0.3541,3,13.4286,9.6285
13,2021-04-05,SEGRIA (LLEIDA),SP25120,2,0.073,1,6.8,14.9497
14,2021-04-05,CAMPIÑA,SP11020,2,0.3323,3,12.4429,10.2246
15,2021-04-05,REINOSA,SP39059,2,0.0646,1,2.5571,22.5979
16,2021-04-05,ALT EMPORDA (FIGUERES),SP17066,2,0.118,2,4.6714,17.8857
17,2021-04-05,GARROTXA (OLOT),SP17114,2,0.0571,1,4.6714,17.8857
1,2021-04-12,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.1699,1,14.5143,9.0205
2,2021-04-12,LITORAL,SP11016,1,0.2641,2,15.5571,8.4779
3,2021-04-12,ALMONTE (ENTORNO DE DOÑANA),SP21005,1,0.1582,1,12.0429,10.4802
4,2021-04-12,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.1999,2,10.8714,11.2804
5,2021-04-12,ARABA-ALAVA,SP01059,1,0.0765,1,2.1286,24.0324
6,2021-04-12,CAMPO DE GIBRALTAR,SP11004,1,0.1009,1,12.4286,10.2336
7,2021-04-12,MADRID (C.U.),SP28079,1,0.1321,2,5.9857,15.9471
8,2021-04-12,COLMENAR VIEJO,SP28045,1,0.0881,1,5.8429,16.136
9,2021-04-12,MANZANARES,SP13053,1,0.1605,2,9.1143,12.659
10,2021-04-12,MONTSIA (AMPOSTA),SP43014,1,0.1589,2,8.6143,13.1002
11,2021-04-12,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.253,2,12.7429,10.0383
12,2021-04-12,CAMPIÑA,SP11020,1,0.2063,2,9.8,12.0918
13,2021-04-12,REINOSA,SP39059,1,0.024,1,-0.7,66
14,2021-04-12,ALT EMPORDA (FIGUERES),SP17066,1,0.0708,1,3.9,19.2972
1,2021-04-19,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.1535,1,13.8714,9.3747
2,2021-04-19,LITORAL,SP11016,1,0.1803,1,15.3714,8.5718
3,2021-04-19,ALMONTE (ENTORNO DE DOÑANA),SP21005,1,0.1089,1,12.3,10.3149
4,2021-04-19,ARABA-ALAVA,SP01059,1,0.0398,2,0.0429,54.5721
5,2021-04-19,MONTSIA (AMPOSTA),SP43014,1,0.129,1,8.0286,13.6509
6,2021-04-19,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.1964,1,12.6714,10.0823
7,2021-04-19,MANZANARES,SP13053,1,0.0858,1,7.0714,14.6436
8,2021-04-19,CAMPIÑA,SP11020,1,0.1339,1,11.2,11.0476
9,2021-04-19,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.1546,1,12.1286,10.4247
10,2021-04-19,DONOSTIALDEA-BIDASOA,SP20063,1,0.0607,1,5.0857,17.2213
11,2021-04-19,MADRID (C.U.),SP28079,1,0.0989,1,5.4429,16.6905
12,2021-04-19,BALTANAS,SP34022,1,0.0216,1,-0.4143,66
13,2021-04-19,ALT EMPORDA (FIGUERES),SP17066,1,0.0514,1,3.5,20.1434
1,2021-04-26,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.1316,1,13.8286,9.3989
2,2021-04-26,LITORAL,SP11016,1,0.1354,1,15.6429,8.4349
3,2021-04-26,CAMPIÑA,SP11020,1,0.0987,1,12.2857,10.324
4,2021-04-26,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.1473,1,13.6857,9.4801
5,2021-04-26,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.1131,1,11.8857,10.5829
1,2021-05-03,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.1311,1,13.2429,9.7374
2,2021-05-03,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.1338,1,12.7857,10.0121
